Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1017,CyberSecurtyFund@mentals,149.0,4431.0,$207.4,19.0,9.0,0.06,$1693,12-11-2024,mumbai,mobile,learn data analytics
A1018,SQLD@tabseTraining,150.0,3113.0,$217.41,20.0,5.0,,$1785,2024/11/07,dheli,Mobile,analytics for data
A1019,CloudComputngCours3,145.0,5278.0,,25.0,6.0,0.041,$1516,2024-11-05,chenay,DESKTOP,data analytics course
A1020,Cybersecurtyfundamentals,184.0,4143.0,$223.3,10.0,10.0,0.044,$1735,2024/11/21,chnnai,TABLET,learn data analytics
A1021,mACHNElEARNINGbASICS,171.0,4154.0,$184.23,30.0,7.0,0.041,$1803,2024/11/08,pune,tablet,data analitics online
A1022,DataSci3nceBootcamp,122.0,5187.0,$211.24,27.0,6.0,0.049,$1322,2024-11-20,punr,Desktop,online data analytic
A1023,D@taScienceBootcamp,188.0,5798.0,$230.17,28.0,5.0,0.047,$1452,30-11-2024,dheli,TABLET,data analytics course
A1024,DataSci3nceBootcamp,87.0,3718.0,,12.0,3.0,0.034,$1652,20-11-2024,mumbai,tablet,learn data analytics
A1025,Python4Data,88.0,3349.0,$181.92,22.0,8.0,0.091,$1456,2024-11-20,bengluru,Tablet,learn data analytics
A1026,dEEPlEARNNGpRO,119.0,5323.0,$205.92,17.0,10.0,0.06,$1656,2024-11-02,pune,desktop,online data analytic
A1027,Machn3LearningBasics,,5286.0,$234.89,22.0,10.0,,$1688,2024-11-21,DELHI,DESKTOP,data anaytics training
A1028,Python4data,128.0,5469.0,$188.49,16.0,3.0,,$1783,2024-11-23,punr,MOBILE,learn data analytics
A1029,dATAsCIENCEbOOTCAMP,86.0,3351.0,$237.75,21.0,9.0,0.105,$1975,2024/11/13,CHENNAI,Mobile,analytics for data
A1030,Python4D@ta,188.0,4834.0,$213.58,15.0,4.0,0.021,$1590,2024-11-08,mumbai,TABLET,online data analytic
A1031,DeepLearnngPro1,113.0,5065.0,$212.37,11.0,5.0,,$1111,22-11-2024,mumabi,Desktop,online data analytic
A1032,Busin3ssAnlyticsClass,,3872.0,$244.38,20.0,4.0,,$1041,12-11-2024,PUNE,tablet,data analitics online
A1033,DataSci3nceBootcamp,176.0,5509.0,$234.59,19.0,7.0,0.054,$1710,2024/11/03,CHENNAI,Tablet,data analytics course
A1034,Cyb3rSecurtyFundamentals,121.0,5610.0,$214.96,23.0,8.0,,,2024-11-25,dheli,Mobile,data analytics course
A1035,sqldATABSEtRAINING,104.0,5275.0,$236.48,16.0,9.0,0.031,$1824,01-11-2024,mumabi,DESKTOP,data anaytics training
A1036,BusinessAnlyticsCl@ss,146.0,5939.0,$242.9,11.0,8.0,0.035,$1833,2024-11-07,BANGALORE,Desktop,data anaytics training
A1037,Businessanlyticsclass,123.0,5131.0,,19.0,5.0,0.041,$1307,09-11-2024,BANGALORE,MOBILE,learn data analytics
A1038,AI_Marketing101_,90.0,5786.0,$197.55,11.0,6.0,0.043,$1704,16-11-2024,new delhi,MOBILE,online data analytic
A1039,CyberSecurtyFundamentals_,171.0,4304.0,$192.61,17.0,10.0,0.058,$1427,2024-11-26,madras,Mobile,learn data analytics
A1040,DeepLearnngPr0,94.0,5549.0,$231.23,25.0,9.0,0.096,$1849,2024/11/12,madras,mobile,data anaytics training
A1041,AI_M@rketing101,112.0,4271.0,$196.07,27.0,6.0,,$1209,2024-11-14,bengaluru,desktop,data analitics online
A1042,M@chneLearningBasics,113.0,4418.0,$191.55,27.0,10.0,,$1634,2024/11/09,pune,MOBILE,data analytics course
A1043,AI_Mark3ting101,145.0,3721.0,$180.95,21.0,7.0,0.048,$1960,29-11-2024,madras,desktop,data analitics online
A1044,Machn3LearningBasics,197.0,5783.0,$204.46,23.0,6.0,,$1729,01-11-2024,PUNE,TABLET,data anaytics training
A1045,BusinessAnlyticsClass ,109.0,4866.0,$236.78,27.0,5.0,,$1585,15-11-2024,chnnai,Mobile,online data analytic
A1046,CyberSecurtyFund@mentals,188.0,5857.0,$222.98,20.0,4.0,0.048,$1303,11-11-2024,Bombay,desktop,data anaytics training
A1047,Cloudcomputngcourse,142.0,5103.0,$234.1,24.0,3.0,0.021,$1835,2024-11-08,BANGALORE,mobile,analytics for data
A1048,Ai_marketing101,168.0,4653.0,$240.84,27.0,9.0,0.054,$1367,2024-11-24,bengluru,Mobile,online data analytic
A1049,cLOUDcOMPUTNGcOURSE,110.0,3524.0,$248.86,19.0,10.0,0.091,$1524,21-11-2024,DELHI,MOBILE,learn data analytics
A1050,sqldATABSEtRAINING,192.0,5938.0,$182.84,26.0,5.0,0.039,$1080,2024/11/12,DELHI,MOBILE,analytics for data
A1051,CloudComputngCourse,101.0,3942.0,$206.62,16.0,5.0,0.05,$1746,2024-11-24,chenay,Tablet,analytics for data
A1052,Ai_marketing101,157.0,3315.0,$189.56,15.0,10.0,0.064,$1026,2024-11-25,Bombay,MOBILE,online data analytic
A1053,Python4Data1,113.0,4945.0,$187.66,15.0,10.0,,$1564,2024/11/26,bengaluru,TABLET,learn data analytics
A1054,WebDevMastery ,96.0,3166.0,$196.15,29.0,7.0,0.073,$1902,26-11-2024,NewDlhi,Desktop,learn data analytics
A1055,AI_Marketing1011,125.0,4223.0,$183.68,15.0,6.0,,$1267,2024-11-05,poona,DESKTOP,data analitics online
A1056,Cyb3rSecurtyFundamentals,104.0,4798.0,$210.1,18.0,3.0,,$1340,21-11-2024,new delhi,desktop,analytics for data
A1057,Cyb3rSecurtyFundamentals,194.0,5655.0,$208.58,13.0,6.0,0.031,$1692,2024-11-16,chennai,mobile,data anaytics training
A1058,Cybersecurtyfundamentals,144.0,5140.0,$219.48,19.0,8.0,0.047,$1054,18-11-2024,new delhi,desktop,data analitics online
A1059,DataScienceB0otcamp,179.0,3025.0,$238.81,17.0,3.0,0.017,,2024-11-11,NewDlhi,mobile,data analitics online
A1060,M@chneLearningBasics,166.0,5223.0,$189.76,18.0,7.0,0.042,$1219,16-11-2024,madras,Tablet,data analytics course
A1061,D3epLearnngPro,166.0,5089.0,,26.0,7.0,0.042,$1946,11-11-2024,bengaluru,tablet,analytics for data
A1062,Sqldatabsetraining,118.0,5016.0,$204.31,19.0,9.0,0.045,$1833,2024/11/08,BANGALORE,Desktop,analytics for data
A1063,dATAsCIENCEbOOTCAMP,185.0,3617.0,$222.32,24.0,7.0,0.038,$1963,23-11-2024,bengaluru,Mobile,data analytics course
A1064,Machnelearningbasics,116.0,3764.0,$232.03,28.0,10.0,0.086,$1348,2024/11/20,Benglore,Tablet,data analytics course
A1065,AI_Marketing101_,99.0,4489.0,$183.73,15.0,6.0,0.061,$1264,2024-11-05,mumabi,desktop,online data analytic
A1066,BusinessAnlyticsClass_,172.0,4441.0,$221.18,14.0,8.0,0.047,$1771,27-11-2024,bangalore,mobile,analytics for data
A1067,DeepLearnngPro ,138.0,5751.0,$199.11,26.0,9.0,0.052,$1337,2024-11-10,pune,desktop,data analitics online
A1068,mACHNElEARNINGbASICS,84.0,4036.0,$234.22,23.0,10.0,0.119,$1287,04-11-2024,chnnai,Desktop,learn data analytics
A1069,CyberSecurtyFund@mentals,124.0,4942.0,$240.59,18.0,3.0,0.024,$1922,2024-11-16,madras,DESKTOP,learn data analytics
A1070,Cl0udComputngCourse,122.0,4989.0,$215.48,12.0,5.0,0.041,$1975,2024/11/06,NewDlhi,MOBILE,data analitics online
A1071,Deeplearnngpro,180.0,3006.0,$228.14,22.0,7.0,0.039,$1556,2024-11-04,mumbay,TABLET,learn data analytics
A1072,AI_Marketing101 ,133.0,3728.0,$199.13,11.0,10.0,,,2024-11-09,bengluru,Desktop,data analitics online
A1073,SQLDatabs3Training,164.0,3734.0,$225.39,27.0,8.0,0.04,$1728,12-11-2024,PUNE,tablet,learn data analytics
A1074,DataScienceB0otcamp,150.0,4621.0,$246.3,15.0,6.0,0.049,$1554,2024-11-09,Benglore,Desktop,data analitics online
A1075,Machn3LearningBasics,97.0,3212.0,$212.55,27.0,10.0,0.103,$1994,23-11-2024,BANGALORE,DESKTOP,analytics for data
A1076,ai_mARKETING101,128.0,4225.0,$228.24,30.0,4.0,0.031,$1618,2024/11/08,pune,mobile,learn data analytics
A1077,Sqldatabsetraining,99.0,4779.0,$233.78,26.0,10.0,0.101,$1086,2024-11-05,PUNE,DESKTOP,online data analytic
A1078,CloudComputngCourse1,86.0,5352.0,$234.05,11.0,5.0,0.058,$1364,2024-11-09,PUNE,TABLET,online data analytic
A1079,Python4D@ta,118.0,5405.0,$187.28,25.0,7.0,0.058,$1836,2024-11-05,NewDlhi,TABLET,analytics for data
A1080,CloudComputngCourse,127.0,5430.0,$199.13,14.0,6.0,0.047,$1932,2024/11/25,punr,Mobile,analytics for data
A1081,Deeplearnngpro,83.0,4808.0,$241.35,20.0,7.0,0.084,$1038,30-11-2024,madras,mobile,learn data analytics
A1082,CyberSecurtyFundamentals,149.0,3587.0,$217.53,23.0,8.0,,,17-11-2024,pune,Mobile,data analitics online
A1083,WebDevMastery ,168.0,4683.0,$215.28,30.0,8.0,0.048,$1327,2024/11/28,BANGALORE,Mobile,data analitics online
A1084,SQLD@tabseTraining,112.0,5814.0,$227.38,11.0,8.0,0.071,$1467,2024-11-03,MUMBAI,Tablet,analytics for data
A1085,AI_Marketing101 ,123.0,3292.0,$233.2,28.0,6.0,0.049,$1174,2024-11-19,PUNE,Desktop,data anaytics training
A1086,Sqldatabsetraining,174.0,4305.0,$206.02,20.0,3.0,0.034,$1057,2024/11/23,pune,desktop,learn data analytics
A1087,Businessanlyticsclass,143.0,4368.0,,27.0,7.0,0.049,$1199,03-11-2024,MUMBAI,tablet,analytics for data
A1088,CyberSecurtyFund@mentals,195.0,5935.0,$209.68,23.0,9.0,0.046,$1966,2024-11-07,chnnai,tablet,online data analytic
A1089,WebDevM@stery,176.0,5847.0,$241.04,13.0,6.0,0.034,$1194,2024-11-02,bangalore,DESKTOP,online data analytic
A1090,Machnelearningbasics,141.0,4851.0,$227.39,28.0,5.0,,$1821,2024/11/15,delhi,desktop,analytics for data
A1091,Cyb3rSecurtyFundamentals,108.0,4710.0,$204.16,19.0,10.0,0.093,$1731,2024/11/20,bengaluru,tablet,data analitics online
A1092,AI_Marketing1011,112.0,3345.0,,11.0,6.0,0.047,$1859,2024-11-23,mumbai,TABLET,analytics for data
A1093,Cyb3rSecurtyFundamentals,,5903.0,$184.41,23.0,9.0,,$1188,20-11-2024,BANGALORE,tablet,online data analytic
A1094,CloudComputngCours3,145.0,5004.0,$216.45,22.0,5.0,0.034,$1496,2024-11-01,CHENNAI,tablet,data analitics online
A1095,WebDevMastery_,183.0,3947.0,$197.3,15.0,8.0,0.044,$1645,2024-11-14,mumabi,Desktop,data anaytics training
A1096,ai_mARKETING101,113.0,3690.0,$229.42,20.0,5.0,0.044,$1915,2024-11-28,PUNE,tablet,learn data analytics
A1097,bUSINESSaNLYTICScLASS,101.0,5943.0,$187.32,27.0,6.0,0.059,$1614,2024-11-15,BANGALORE,TABLET,data analitics online
A1098,Machn3LearningBasics,189.0,5357.0,$222.5,24.0,3.0,0.05,$1839,2024-11-25,Benglore,tablet,data analytics course
A1099,Cl0udComputngCourse,154.0,3596.0,$236.14,30.0,9.0,0.058,$1036,2024/11/06,Bombay,tablet,online data analytic
A1100,Cybersecurtyfundamentals,179.0,5162.0,$246.76,16.0,5.0,0.05,$1052,2024-11-29,delhi,DESKTOP,online data analytic
A1101,CloudComputngCourse,148.0,3747.0,$244.41,18.0,8.0,0.054,$1092,2024/11/17,madras,Tablet,learn data analytics
A1102,M@chneLearningBasics,177.0,4822.0,$197.03,26.0,9.0,0.051,$1909,2024-11-04,pune,Mobile,online data analytic
A1103,Cl0udComputngCourse,119.0,5800.0,$221.36,11.0,8.0,,,29-11-2024,chnnai,Desktop,analytics for data
A1104,W3bDevMastery,89.0,3594.0,,14.0,6.0,0.067,$1026,2024/11/15,mumabi,tablet,data analytics course
A1105,DataSci3nceBootcamp,146.0,4765.0,$230.22,23.0,5.0,0.034,$1944,2024/11/28,punr,Tablet,analytics for data
A1106,CyberSecurtyFund@mentals,109.0,4128.0,$183.65,12.0,5.0,,,2024-11-30,MUMBAI,Desktop,data analitics online
A1107,CyberSecurtyFund@mentals,159.0,5127.0,$197.16,21.0,4.0,0.025,$1867,2024-11-03,chnnai,tablet,learn data analytics
A1108,CloudComputngCourse,144.0,5674.0,$235.36,12.0,3.0,0.021,$1505,2024-11-22,chenay,desktop,analytics for data
A1109,Datasciencebootcamp,122.0,3793.0,$237.22,19.0,8.0,0.066,$1842,2024-11-20,CHENNAI,tablet,online data analytic
A1110,Cyb3rSecurtyFundamentals,112.0,4315.0,$235.33,28.0,9.0,0.08,$1116,2024/11/08,mumabi,MOBILE,data analytics course
A1111,sqldATABSEtRAINING,174.0,4704.0,$192.32,21.0,10.0,0.049,$1501,2024/11/24,new delhi,MOBILE,learn data analytics
A1112,CyberSecurtyFundamentals_,168.0,3349.0,$235.6,23.0,9.0,0.054,$1894,2024-11-09,new delhi,Mobile,online data analytic
A1113,mACHNElEARNINGbASICS,173.0,3501.0,$223.9,28.0,10.0,0.044,$1179,2024/11/25,poona,Mobile,data analytics course
A1114,DataSci3nceBootcamp,91.0,,$203.52,,9.0,0.099,$1838,20-11-2024,delhi,DESKTOP,data analytics course
A1115,MachneLearningBasics_,140.0,5405.0,$195.69,21.0,8.0,,$1094,21-11-2024,Benglore,Desktop,data anaytics training
A1116,MachneLearningBasics,93.0,3425.0,$229.76,26.0,4.0,0.043,$1344,24-11-2024,new delhi,Mobile,online data analytic
A1117,AI_M@rketing101,114.0,5263.0,$189.13,23.0,5.0,0.044,$1434,05-11-2024,Bombay,Mobile,data analytics course
A1118,SQLDatabs3Training,172.0,3889.0,,21.0,10.0,,$1766,2024-11-16,delhi,TABLET,online data analytic
A1119,Businessanlyticsclass,188.0,3327.0,$193.76,24.0,6.0,0.047,$1220,03-11-2024,mumbai,Tablet,online data analytic
A1120,Datasciencebootcamp,117.0,,$214.18,29.0,4.0,0.034,$1348,2024/11/23,bangalore,MOBILE,learn data analytics
A1121,WebDevM@stery,113.0,5471.0,$215.57,27.0,9.0,0.038,$1123,2024-11-23,mumbai,Mobile,analytics for data
A1122,AI_M@rketing101,109.0,3550.0,$240.33,14.0,8.0,0.073,$1982,2024-11-24,BANGALORE,Tablet,learn data analytics
A1123,AI_Mark3ting101,174.0,3178.0,$225.67,18.0,10.0,0.057,$1140,20-11-2024,Benglore,Desktop,data analitics online
A1124,BusinessAnlyticsCl@ss,96.0,4673.0,$192.88,24.0,5.0,0.052,$1962,2024-11-10,CHENNAI,MOBILE,learn data analytics
A1125,Pyth0n4Data,110.0,4254.0,$187.87,11.0,4.0,,$1172,2024-11-04,chenay,MOBILE,data anaytics training
A1126,CyberSecurtyFundamentals,163.0,3658.0,$237.63,23.0,7.0,0.043,$1699,2024-11-23,chennai,TABLET,online data analytic
A1127,SQLDatabseTraining ,161.0,5319.0,$235.98,13.0,4.0,0.025,$1423,2024-11-18,bengluru,Mobile,learn data analytics
A1128,DeepLe@rnngPro,195.0,5278.0,$193.49,30.0,7.0,0.047,$1456,2024/11/04,DELHI,Mobile,data analytics course
A1129,mACHNElEARNINGbASICS,84.0,3755.0,$218.88,14.0,9.0,0.047,$1299,2024/11/05,bengluru,TABLET,analytics for data
A1130,Python4D@ta,113.0,4580.0,$194.82,11.0,6.0,0.059,$1248,2024/11/28,bengluru,tablet,data analytics course
A1131,Cybersecurtyfundamentals,117.0,3809.0,$225.14,12.0,5.0,0.032,$1495,2024-11-09,poona,DESKTOP,data anaytics training
A1132,MachneLearningBasics,135.0,5118.0,$219.99,27.0,6.0,0.044,$1089,2024-11-20,DELHI,MOBILE,online data analytic
A1133,WebDevMastery,92.0,5766.0,$186.14,28.0,7.0,0.076,$1013,27-11-2024,dheli,TABLET,data anaytics training
A1134,M@chneLearningBasics,188.0,3934.0,$206.21,16.0,9.0,0.048,,04-11-2024,delhi,Desktop,data analytics course
A1135,Pyth0n4Data,101.0,4724.0,$228.38,13.0,7.0,0.034,$1243,2024-11-20,MUMBAI,Desktop,learn data analytics
A1136,Machnelearningbasics,111.0,5895.0,$205.25,29.0,4.0,0.036,$1693,2024-11-04,MUMBAI,Mobile,data analytics course
A1137,cLOUDcOMPUTNGcOURSE,122.0,4048.0,$202.23,28.0,10.0,0.082,,26-11-2024,punr,mobile,online data analytic
A1138,Cloudcomputngcourse,99.0,3169.0,$237.68,21.0,6.0,,$1509,2024-11-22,punr,Mobile,online data analytic
A1139,cYBERsECURTYfUNDAMENTALS,154.0,4535.0,$229.29,11.0,3.0,0.019,$1434,2024/11/01,PUNE,TABLET,data anaytics training
A1140,wEBdEVmASTERY,129.0,3849.0,$249.29,22.0,10.0,0.078,$1767,2024/11/11,new delhi,desktop,analytics for data
A1141,D@taScienceBootcamp,,4259.0,$182.98,10.0,10.0,0.031,$1048,16-11-2024,chennai,MOBILE,analytics for data
A1142,CyberSecurtyFundamentals,143.0,3628.0,,18.0,9.0,0.063,$1566,17-11-2024,Benglore,tablet,data analytics course
A1143,WebDevM@stery,80.0,3269.0,,12.0,4.0,0.05,$1753,23-11-2024,mumbay,Desktop,data analitics online
A1144,Cyb3rSecurtyFundamentals,134.0,3724.0,$188.02,26.0,9.0,0.047,$1891,2024/11/07,mumbay,DESKTOP,online data analytic
A1145,BusinessAnlyticsClass,174.0,4838.0,$242.35,21.0,3.0,0.017,$1599,2024-11-22,poona,desktop,data analitics online
A1146,CloudComputngCourse1,196.0,4524.0,$192.01,15.0,8.0,0.041,$1048,2024-11-13,mumbay,desktop,data analytics course
A1147,MachneLearningBasics,194.0,4694.0,$228.15,17.0,7.0,0.036,$1874,2024-11-14,mumabi,Tablet,learn data analytics
A1148,W3bDevMastery,180.0,4326.0,$221.67,13.0,,,$1427,06-11-2024,DELHI,TABLET,online data analytic
A1149,pYTHON4dATA,100.0,4235.0,$222.61,10.0,8.0,0.051,$1814,01-11-2024,pune,Desktop,data anaytics training
A1150,AI_Mark3ting101,153.0,4367.0,$184.51,29.0,9.0,0.059,$1507,2024-11-13,CHENNAI,MOBILE,analytics for data
A1151,Cl0udComputngCourse,110.0,3748.0,$198.68,24.0,9.0,0.082,$1041,05-11-2024,BANGALORE,TABLET,data anaytics training
A1152,DeepLe@rnngPro,116.0,3901.0,,21.0,4.0,0.034,$1483,2024-11-13,poona,Tablet,online data analytic
A1153,mACHNElEARNINGbASICS,156.0,3335.0,$236.98,29.0,7.0,0.045,$1143,2024-11-14,bengluru,desktop,data analytics course
A1154,Sqldatabsetraining,177.0,5671.0,$210.74,19.0,6.0,0.058,$1172,25-11-2024,madras,Tablet,data analytics course
A1155,MachneLearningBasics,89.0,3408.0,$214.78,25.0,9.0,0.101,$1898,2024/11/15,madras,Mobile,data analytics course
A1156,SQLDatabseTraining,155.0,4422.0,$183.96,14.0,8.0,0.037,$1143,2024/11/15,mumbai,MOBILE,analytics for data
A1157,CyberSecurtyFund@mentals,123.0,3097.0,$190.55,20.0,8.0,0.065,$1640,2024/11/22,delhi,tablet,data analytics course
A1158,Machn3LearningBasics,102.0,3621.0,$244.82,10.0,5.0,0.049,$1375,2024/11/12,chenay,MOBILE,learn data analytics
A1159,SQLD@tabseTraining,150.0,4806.0,$244.53,15.0,9.0,,$1602,07-11-2024,poona,Mobile,data analitics online
A1160,Python4data,160.0,,$245.87,11.0,6.0,0.037,,2024-11-05,BANGALORE,DESKTOP,analytics for data
A1161,CloudComputngCourse,143.0,3901.0,$191.38,29.0,4.0,0.053,$1786,2024-11-24,MUMBAI,MOBILE,learn data analytics
A1162,CloudComputngCourse1,178.0,4673.0,$222.46,29.0,6.0,0.051,$1219,2024/11/04,bangalore,tablet,online data analytic
A1163,SQLDatabs3Training,152.0,3542.0,$208.96,13.0,9.0,,$1735,2024/11/13,punr,desktop,data analytics course
A1164,Sqldatabsetraining,139.0,4347.0,$238.19,26.0,5.0,,$1384,13-11-2024,mumbai,tablet,analytics for data
A1165,Cl0udComputngCourse,175.0,5014.0,$247.24,25.0,7.0,0.04,$1499,15-11-2024,MUMBAI,MOBILE,learn data analytics
A1166,Datasciencebootcamp,92.0,4185.0,$218.46,21.0,9.0,0.035,$1567,2024/11/03,punea,mobile,data analitics online
A1167,MachneLearningBasics1,123.0,5964.0,,17.0,6.0,,$1363,2024/11/03,chennai,desktop,data anaytics training
A1168,Cl0udComputngCourse,86.0,5124.0,$183.71,13.0,10.0,0.116,$1137,20-11-2024,bengaluru,MOBILE,data anaytics training
A1169,Ai_marketing101,117.0,4162.0,$238.08,28.0,10.0,0.085,$1186,2024/11/22,DELHI,MOBILE,online data analytic
A1170,DeepLe@rnngPro,146.0,4330.0,$191.9,20.0,3.0,0.021,$1748,2024/11/09,chnnai,MOBILE,online data analytic
A1171,Python4Data_,89.0,3268.0,,17.0,4.0,0.045,$1233,2024/11/13,pune,DESKTOP,online data analytic
A1172,Deeplearnngpro,195.0,3483.0,$213.99,27.0,7.0,0.036,$1796,23-11-2024,mumbay,Desktop,learn data analytics
A1173,DeepLe@rnngPro,170.0,4519.0,$240.63,22.0,7.0,0.041,$1012,27-11-2024,madras,MOBILE,analytics for data
A1174,Python4Data,97.0,3605.0,$240.29,21.0,7.0,0.045,$1682,2024-11-10,mumbay,Desktop,data analitics online
A1175,Busin3ssAnlyticsClass,159.0,5076.0,$204.97,15.0,10.0,0.063,$1638,17-11-2024,Bombay,tablet,data analytics course
A1176,dEEPlEARNNGpRO,131.0,5352.0,$225.86,24.0,10.0,,$1961,2024-11-20,chennai,mobile,online data analytic
A1177,D@taScienceBootcamp,108.0,5503.0,$185.26,11.0,7.0,0.065,$1921,06-11-2024,DELHI,Mobile,data analitics online
A1178,W3bDevMastery,93.0,4308.0,$209.83,19.0,9.0,0.097,$1694,2024-11-20,chenay,mobile,data analytics course
A1179,Deeplearnngpro,137.0,3555.0,$213.5,29.0,3.0,,,2024/11/06,Bombay,DESKTOP,data analytics course
A1180,Cloudcomputngcourse,81.0,5615.0,$193.14,30.0,6.0,0.074,$1255,2024/11/28,new delhi,MOBILE,analytics for data
A1181,AI_M@rketing101,160.0,4743.0,$206.22,23.0,10.0,0.062,$1825,2024/11/20,chnnai,mobile,learn data analytics
A1182,BusinessAnlyticsCl@ss,186.0,3337.0,$183.58,16.0,8.0,0.043,$1045,2024-11-30,Benglore,Desktop,online data analytic
A1183,sqldATABSEtRAINING,105.0,3234.0,$238.8,27.0,10.0,0.095,$1248,2024/11/06,bengaluru,Desktop,online data analytic
A1184,Cybersecurtyfundamentals,131.0,3913.0,$203.69,14.0,10.0,,$1079,2024/11/25,DELHI,DESKTOP,data anaytics training
A1185,Webdevmastery,129.0,3208.0,$204.2,18.0,8.0,0.032,$1456,2024-11-29,NewDlhi,Desktop,learn data analytics
A1186,AI_Marketing101_,187.0,5972.0,$220.64,30.0,7.0,0.037,$1980,2024-11-14,punr,Desktop,data analytics course
A1187,Machnelearningbasics,167.0,3662.0,$235.43,10.0,7.0,0.042,$1684,2024-11-25,mumbai,MOBILE,data anaytics training
A1188,BusinessAnlyticsClass,140.0,3359.0,$182.13,29.0,7.0,0.045,$1973,2024/11/28,chennai,desktop,data analitics online
A1189,mACHNElEARNINGbASICS,198.0,3700.0,$220.67,14.0,5.0,,$1531,2024/11/10,bengluru,MOBILE,analytics for data
A1190,Cyb3rSecurtyFundamentals,196.0,3835.0,$218.07,10.0,9.0,0.041,$1871,04-11-2024,chenay,TABLET,online data analytic
A1191,DataScienceBootcamp1,140.0,5638.0,$208.02,22.0,5.0,,$1652,2024-11-18,mumbay,desktop,data anaytics training
A1192,Sqldatabsetraining,157.0,5825.0,$230.6,16.0,3.0,0.019,$1041,2024-11-16,punea,desktop,data anaytics training
A1193,ai_mARKETING101,91.0,5428.0,$248.38,11.0,3.0,0.033,$1835,22-11-2024,new delhi,tablet,learn data analytics
A1194,DataScienceB0otcamp,140.0,3571.0,$238.12,21.0,9.0,0.064,$1762,2024/11/16,punea,DESKTOP,learn data analytics
A1195,BusinessAnlyticsClass,154.0,3638.0,$182.17,11.0,8.0,0.056,$1413,2024-11-04,PUNE,mobile,online data analytic
A1196,wEBdEVmASTERY,133.0,4505.0,$200.52,23.0,3.0,0.039,$1562,26-11-2024,mumbai,TABLET,analytics for data
A1197,Datasciencebootcamp,,5016.0,$238.59,26.0,9.0,,$1620,2024-11-20,bangalore,Mobile,data analitics online
A1198,DeepLearnngPro1,141.0,3071.0,$208.2,10.0,6.0,0.043,$1647,18-11-2024,new delhi,Tablet,data analitics online
A1199,BusinessAnlyticsClass,135.0,5682.0,,30.0,3.0,,$1445,2024/11/15,mumbay,tablet,data anaytics training
A1200,CyberSecurtyFundamentals,199.0,5067.0,$247.38,24.0,8.0,0.059,$1365,2024/11/19,CHENNAI,mobile,analytics for data
A1201,Deeplearnngpro,138.0,3971.0,$184.87,28.0,3.0,0.022,$1718,2024-11-07,mumbay,TABLET,learn data analytics
A1202,W3bDevMastery,175.0,4481.0,$236.38,21.0,10.0,0.057,$1257,20-11-2024,mumabi,DESKTOP,data analytics course
A1203,bUSINESSaNLYTICScLASS,170.0,5476.0,$186.29,25.0,4.0,0.024,$1731,08-11-2024,new delhi,mobile,analytics for data
